udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
8071,M22930,M,300.5,312.0,1867,23.0,103,No Failure
8073,H37486,H,300.5,312.0,1375,43.2,108,No Failure
8074,L55253,L,300.5,312.0,1558,36.7,113,No Failure
8075,L55254,L,300.4,312.0,1631,34.9,115,No Failure
8077,L55256,L,300.3,311.8,1360,48.0,119,No Failure
8078,L55257,L,300.3,311.8,1547,39.7,121,No Failure
8079,L55258,L,300.3,311.7,1571,31.2,123,No Failure
8080,L55259,L,300.2,311.5,1528,36.1,125,No Failure
8081,H37494,H,300.2,311.5,1432,43.6,127,No Failure
8084,L55263,L,300.1,311.4,1438,42.2,139,No Failure
8085,L55264,L,300.2,311.4,1483,44.4,141,No Failure
8086,L55265,L,300.2,311.4,1331,49.8,143,No Failure
8087,L55266,L,300.2,311.4,1463,37.5,145,No Failure
8088,L55267,L,300.1,311.4,1446,40.6,147,No Failure
8089,L55268,L,300.1,311.4,1356,45.7,149,No Failure
8090,L55269,L,300.1,311.3,1676,30.3,151,No Failure
8092,L55271,L,300.2,311.6,1375,56.9,155,No Failure
8095,H37508,H,300.2,311.6,1662,28.8,162,No Failure
8099,L55278,L,300.2,311.6,1500,39.0,174,No Failure
8100,L55279,L,300.2,311.7,1603,30.5,176,No Failure
8101,L55280,L,300.3,311.7,1682,27.8,178,No Failure
8104,M22963,M,300.3,311.9,1429,41.6,184,No Failure
8105,L55284,L,300.3,311.9,1692,31.5,187,No Failure
8106,L55285,L,300.4,311.9,1476,48.7,189,No Failure
8108,H37521,H,300.3,311.9,1390,49.0,194,No Failure
8109,M22968,M,300.3,311.8,1607,33.7,199,No Failure
8110,L55289,L,300.3,311.7,1821,26.3,202,No Failure
8112,M22971,M,300.4,311.8,1553,33.1,209,Tool Wear Failure
8113,M22972,M,300.4,311.8,1442,45.1,0,No Failure
8115,H37528,H,300.4,311.8,2496,13.5,5,No Failure
8117,L55296,L,300.3,311.8,2004,19.6,12,No Failure
8119,L55298,L,300.3,311.8,1548,33.0,16,No Failure
8120,L55299,L,300.3,311.7,1333,55.2,18,No Failure
8121,L55300,L,300.2,311.6,1767,26.4,20,No Failure
8123,M22982,M,300.2,311.6,1533,46.4,24,No Failure
8124,H37537,H,300.2,311.5,1515,36.8,27,No Failure
8125,L55304,L,300.2,311.4,1568,41.0,32,No Failure
8126,L55305,L,300.2,311.4,1452,47.8,34,No Failure
8127,L55306,L,300.2,311.4,1433,37.9,36,No Failure
8129,L55308,L,300.1,311.4,1629,31.3,41,No Failure
8130,L55309,L,300.0,311.3,1520,39.2,43,No Failure
8131,H37544,H,300.0,311.2,1393,43.1,45,No Failure
8132,H37545,H,299.9,311.2,1364,49.6,50,No Failure
8133,M22992,M,299.9,311.3,1389,50.0,55,No Failure
8134,L55313,L,299.8,311.1,1466,46.1,58,No Failure
8135,L55314,L,299.7,311.1,1650,32.4,60,No Failure
8136,L55315,L,299.6,311.0,1554,36.3,62,No Failure
8138,H37551,H,299.5,310.8,1600,32.4,67,No Failure
8139,L55318,L,299.5,310.8,1356,54.9,72,No Failure
8140,L55319,L,299.5,310.8,1571,38.2,74,No Failure
8141,L55320,L,299.6,310.9,1658,28.0,76,No Failure
8142,L55321,L,299.6,310.8,1393,49.9,78,No Failure
8143,M23002,M,299.7,311.0,1448,49.8,80,No Failure
8144,L55323,L,299.7,310.9,1477,40.4,83,No Failure
8146,M23005,M,299.7,310.9,1685,32.1,88,No Failure
8148,L55327,L,299.5,310.8,1447,41.0,93,No Failure
8149,M23008,M,299.5,310.7,1488,39.5,95,No Failure
8150,M23009,M,299.6,310.8,1427,50.4,98,No Failure
8151,M23010,M,299.5,310.7,1424,41.3,101,No Failure
8152,L55331,L,299.5,310.7,1472,40.9,104,No Failure
8153,L55332,L,299.5,310.7,1438,45.7,106,No Failure
8154,L55333,L,299.6,310.8,1507,42.4,108,No Failure
8157,L55336,L,299.6,310.8,1644,30.9,114,No Failure
8158,L55337,L,299.6,310.8,1498,46.9,116,No Failure
8159,L55338,L,299.6,310.8,1400,40.8,118,No Failure
8161,M23020,M,299.7,311.1,1618,30.3,125,No Failure
8162,H37575,H,299.6,311.0,1714,30.2,128,No Failure
8167,L55346,L,299.7,311.1,1603,31.4,141,No Failure
8168,H37581,H,299.7,311.1,1353,47.1,143,No Failure
8169,L55348,L,299.7,311.1,1690,30.6,148,No Failure
8170,M23029,M,299.8,311.2,1745,26.3,150,No Failure
8171,L55350,L,299.9,311.3,1522,45.7,153,No Failure
8173,L55352,L,299.9,311.4,1596,28.9,160,No Failure
8175,L55354,L,299.9,311.3,1371,52.3,167,No Failure
8177,L55356,L,299.8,311.2,1564,40.0,172,No Failure
8178,L55357,L,299.7,311.1,1439,44.9,174,No Failure
8179,L55358,L,299.7,311.2,1352,52.1,176,No Failure
8180,L55359,L,299.8,311.3,1560,35.4,178,No Failure
8181,M23040,M,299.7,311.2,1616,42.3,180,No Failure
8182,L55361,L,299.7,311.2,1835,23.7,183,No Failure
8183,M23042,M,299.7,311.1,1649,32.7,185,No Failure
8184,L55363,L,299.8,311.1,1452,47.3,188,No Failure
8185,L55364,L,299.8,311.1,2144,17.7,190,No Failure
8186,L55365,L,299.7,311.1,1554,41.0,192,No Failure
8188,L55367,L,299.6,310.9,1448,46.3,196,No Failure
8191,M23050,M,299.7,310.9,1620,37.2,203,No Failure
8193,L55372,L,299.6,310.9,1229,65.2,209,Overstrain Failure
8195,L55374,L,299.4,310.7,1426,45.7,213,No Failure
8198,M23057,M,299.4,310.7,1492,45.7,219,No Failure
8199,M23058,M,299.3,310.7,1374,48.9,222,No Failure
8200,L55379,L,299.2,310.7,1737,27.0,225,Tool Wear Failure
8201,L55380,L,299.3,310.8,1426,42.4,0,No Failure
8202,M23061,M,299.3,310.9,1826,25.1,2,No Failure
8203,L55382,L,299.3,310.9,1669,32.4,5,No Failure
8204,M23063,M,299.4,310.9,1473,40.1,7,No Failure
8207,L55386,L,299.3,310.8,1483,43.5,15,No Failure
8208,L55387,L,299.2,310.7,1535,42.6,17,No Failure
8210,L55389,L,299.3,310.8,1391,46.9,21,No Failure
8212,L55391,L,299.2,310.6,1675,33.3,28,No Failure
8214,M23073,M,299.2,310.5,1548,33.5,35,No Failure
8218,L55397,L,299.1,310.6,1577,37.1,44,No Failure
8220,L55399,L,299.0,310.4,1504,34.3,48,No Failure
8221,M23080,M,298.9,310.3,1551,35.2,50,No Failure
8224,L55403,L,299.1,310.5,1329,54.9,58,No Failure
8226,L55405,L,299.1,310.5,1532,36.6,62,No Failure
8227,L55406,L,299.1,310.5,1389,61.4,64,No Failure
8228,M23087,M,299.1,310.4,1524,51.4,66,No Failure
8230,L55409,L,299.1,310.5,1739,27.4,72,No Failure
8231,L55410,L,299.1,310.5,1736,26.9,74,No Failure
8232,L55411,L,299.1,310.5,1419,48.8,76,No Failure
8234,M23093,M,299.1,310.6,1449,43.2,80,No Failure
8236,M23095,M,299.2,310.6,1443,50.9,85,No Failure
8237,L55416,L,299.2,310.6,1498,41.1,88,No Failure
8240,L55419,L,299.0,310.4,1339,49.6,94,No Failure
8241,L55420,L,299.0,310.4,1483,41.5,96,No Failure
8242,M23101,M,298.9,310.2,2099,20.0,98,No Failure
8243,M23102,M,299.0,310.3,1689,29.7,101,No Failure
8244,H37657,H,299.1,310.4,1369,54.5,104,No Failure
8245,L55424,L,299.0,310.4,1512,38.8,109,No Failure
8246,M23105,M,299.0,310.3,1303,68.6,111,Power Failure
8247,L55426,L,299.0,310.3,1552,39.9,114,No Failure
8248,L55427,L,299.0,310.4,1713,28.0,116,No Failure
8249,L55428,L,298.9,310.3,1456,44.1,118,No Failure
8250,L55429,L,299.0,310.4,1524,39.8,120,No Failure
8251,M23110,M,299.0,310.4,1394,45.2,122,No Failure
8253,L55432,L,299.0,310.4,1565,36.1,127,No Failure
8255,M23114,M,299.0,310.4,1625,37.1,131,No Failure
8256,L55435,L,299.0,310.4,1606,31.1,134,No Failure
8257,H37670,H,299.0,310.5,1336,56.8,136,No Failure
8258,M23117,M,299.0,310.6,1587,34.2,141,No Failure
8259,L55438,L,299.1,310.6,1602,39.7,144,No Failure
8261,H37674,H,299.1,310.6,1332,48.0,148,No Failure
8263,L55442,L,299.1,310.6,1921,23.9,158,No Failure
8264,H37677,H,299.2,310.6,1704,30.6,160,No Failure
8265,M23124,M,299.1,310.6,1397,49.5,165,No Failure
8266,H37679,H,299.1,310.6,1791,28.0,168,No Failure
8268,L55447,L,299.2,310.7,1540,36.3,175,No Failure
8269,M23128,M,299.2,310.8,1502,39.8,177,No Failure
8270,H37683,H,299.2,310.8,1761,30.4,180,No Failure
8272,L55451,L,299.1,310.7,1309,51.1,188,No Failure
8273,L55452,L,298.9,310.6,1363,52.6,190,No Failure
8274,M23133,M,299.0,310.6,1787,22.2,192,No Failure
8276,M23135,M,298.9,310.6,1720,25.3,197,No Failure
8277,L55456,L,298.8,310.5,1384,52.8,200,No Failure
8279,L55458,L,298.8,310.5,1464,46.4,207,No Failure
8284,H37697,H,298.9,310.6,1615,33.0,221,No Failure
8285,L55464,L,298.8,310.6,1651,33.3,0,No Failure
8286,L55465,L,298.9,310.6,1387,52.7,2,No Failure
8287,M23146,M,298.8,310.5,1678,32.8,4,No Failure
8288,L55467,L,298.9,310.6,1585,38.1,7,No Failure
8290,L55469,L,298.9,310.6,1406,43.8,12,No Failure
8291,M23150,M,298.9,310.6,1679,35.8,14,No Failure
8292,L55471,L,298.9,310.5,1717,26.9,17,No Failure
8293,H37706,H,298.9,310.5,1429,39.9,19,No Failure
8298,M23157,M,298.8,310.2,1595,33.1,34,No Failure
8299,H37712,H,298.7,310.1,1435,45.6,37,No Failure
8300,L55479,L,298.7,310.0,1637,31.8,42,No Failure
8302,M23161,M,298.7,310.1,1644,34.1,46,No Failure
8303,L55482,L,298.7,310.1,1641,31.1,49,No Failure
8305,M23164,M,298.7,310.1,1506,50.7,53,No Failure
8306,H37719,H,298.8,310.1,1380,44.0,56,No Failure
8307,M23166,M,298.7,310.1,1549,42.5,61,No Failure
8308,M23167,M,298.7,310.1,1402,69.7,64,Power Failure
8309,L55488,L,298.7,310.1,1401,45.3,67,No Failure
8310,M23169,M,298.7,310.0,1459,40.2,69,No Failure
8311,L55490,L,298.7,309.9,1465,39.7,72,No Failure
8312,M23171,M,298.8,310.0,1295,52.7,74,No Failure
8314,M23173,M,298.8,310.0,1484,44.9,80,No Failure
8315,L55494,L,298.8,309.9,1739,30.6,83,No Failure
8316,H37729,H,298.7,309.8,1422,40.7,85,No Failure
8317,L55496,L,298.8,309.8,1463,40.0,90,No Failure
8318,L55497,L,298.7,309.7,1667,30.4,92,No Failure
8319,H37732,H,298.7,309.7,1565,39.3,94,No Failure
8320,L55499,L,298.7,309.7,1393,45.7,99,No Failure
8321,M23180,M,298.8,309.7,1453,47.7,101,No Failure
8325,M23184,M,298.7,309.5,1394,46.0,113,No Failure
8326,M23185,M,298.7,309.5,1500,38.8,116,No Failure
8328,M23187,M,298.7,309.6,1254,57.1,124,No Failure
8330,L55509,L,298.8,309.7,1424,49.6,129,No Failure
8332,M23191,M,298.8,309.7,1392,48.7,133,No Failure
8333,L55512,L,298.8,309.7,1529,44.0,136,No Failure
8334,M23193,M,298.8,309.7,1477,48.5,138,No Failure
8335,M23194,M,298.8,309.7,1459,47.3,141,No Failure
8337,L55516,L,298.9,309.7,1449,48.8,147,No Failure
8338,M23197,M,298.8,309.7,1589,35.3,149,No Failure
8339,L55518,L,298.8,309.7,1740,28.5,152,No Failure
8340,M23199,M,298.8,309.7,1499,40.3,154,No Failure
8342,L55521,L,298.8,309.7,1751,29.6,160,No Failure
8343,L55522,L,298.7,309.7,1510,40.6,162,No Failure
8344,H37757,H,298.8,309.8,1437,48.2,164,No Failure
8346,H37759,H,298.8,309.8,1490,35.9,171,No Failure
8348,L55527,L,298.7,309.6,1665,31.1,178,No Failure
8349,M23208,M,298.7,309.6,1452,42.7,180,No Failure
8350,M23209,M,298.7,309.5,1487,33.6,183,No Failure
8351,M23210,M,298.7,309.6,1382,48.1,186,No Failure
8353,L55532,L,298.6,309.6,1491,36.9,192,No Failure
8355,L55534,L,298.6,309.6,1390,50.3,196,No Failure
8356,L55535,L,298.7,309.6,1502,46.7,198,No Failure
8357,M23216,M,298.6,309.6,1344,59.4,200,No Failure
8359,L55538,L,298.7,309.7,1547,37.4,0,No Failure
8360,M23219,M,298.6,309.6,1525,42.4,2,No Failure
8362,L55541,L,298.6,309.5,1450,44.3,7,No Failure
8363,L55542,L,298.6,309.6,1353,62.5,9,No Failure
8369,L55548,L,298.9,309.8,1534,42.1,23,No Failure
8370,L55549,L,298.8,309.7,1953,20.6,25,No Failure
8372,L55551,L,298.7,309.7,1881,21.7,29,No Failure
8373,M23232,M,298.8,309.7,1448,44.8,31,No Failure
8374,M23233,M,298.7,309.7,1362,50.5,34,No Failure
8375,L55554,L,298.8,309.7,1225,63.4,37,No Failure
8377,L55556,L,298.8,309.8,1334,49.3,42,No Failure
8380,L55559,L,298.8,309.9,1629,31.9,49,No Failure
8381,L55560,L,298.9,310.0,1776,25.7,51,No Failure
8382,H37795,H,298.8,310.0,1530,38.3,53,No Failure
8383,L55562,L,298.9,310.0,1719,27.3,58,No Failure
8384,M23243,M,298.8,309.9,1495,35.2,60,No Failure
8385,L55564,L,298.8,309.7,1450,43.1,63,No Failure
8386,H37799,H,298.8,309.8,1563,38.8,65,No Failure
8387,M23246,M,298.9,309.9,1501,37.1,70,No Failure
8388,L55567,L,298.8,309.9,1351,47.2,73,No Failure
8390,L55569,L,298.8,309.9,1525,39.7,77,No Failure
8391,M23250,M,298.8,309.8,1288,61.9,79,No Failure
8393,M23252,M,298.5,309.6,1502,39.4,84,No Failure
8395,M23254,M,298.6,309.5,1566,38.1,89,No Failure
8396,M23255,M,298.5,309.5,1483,44.8,92,No Failure
8397,H37810,H,298.6,309.6,1593,33.3,95,No Failure
8398,L55577,L,298.5,309.6,1724,26.4,100,No Failure
8399,L55578,L,298.5,309.7,2617,12.1,102,Power Failure
8400,L55579,L,298.6,309.7,1294,59.4,104,No Failure
8401,L55580,L,298.6,309.6,1533,40.7,106,No Failure
8402,H37815,H,298.5,309.4,1671,31.8,108,No Failure
8403,L55582,L,298.5,309.5,1370,52.4,113,No Failure
8404,L55583,L,298.5,309.6,1462,45.1,115,No Failure
8405,L55584,L,298.4,309.5,1545,36.6,117,No Failure
8406,M23265,M,298.4,309.5,1484,41.7,119,No Failure
8408,L55587,L,298.4,309.5,1357,50.1,125,No Failure
8409,M23268,M,298.5,309.6,1572,33.0,127,No Failure
8410,L55589,L,298.5,309.6,1861,26.9,130,No Failure
8411,L55590,L,298.5,309.5,1548,44.5,132,No Failure
8412,L55591,L,298.6,309.8,1496,37.7,134,No Failure
8415,L55594,L,298.6,309.8,1842,20.1,142,No Failure
8416,M23275,M,298.7,309.9,1434,53.0,144,No Failure
8417,M23276,M,298.8,310.1,1585,31.3,147,No Failure
8418,H37831,H,298.8,310.1,1704,30.7,150,No Failure
8419,L55598,L,298.9,310.2,1971,23.2,155,No Failure
8420,L55599,L,299.0,310.3,1431,39.9,157,No Failure
8422,L55601,L,298.9,310.3,1496,36.3,161,No Failure
8423,H37836,H,298.9,310.3,1243,63.0,163,No Failure
8425,L55604,L,299.1,310.6,1380,44.7,170,No Failure
8426,L55605,L,299.2,310.6,1567,38.4,172,No Failure
8427,L55606,L,299.1,310.5,1628,35.9,174,No Failure
8428,L55607,L,299.1,310.4,1505,46.1,176,No Failure
8429,M23288,M,299.0,310.3,1827,28.0,178,No Failure
8433,L55612,L,298.8,310.0,1537,39.9,190,No Failure
8434,M23293,M,298.8,310.1,1501,48.7,192,No Failure
8435,M23294,M,298.7,309.9,1654,29.1,195,No Failure
8436,M23295,M,298.7,310.0,1519,38.1,198,No Failure
8437,L55616,L,298.7,309.9,1371,51.3,201,No Failure
8438,L55617,L,298.7,309.8,1181,65.9,203,Overstrain Failure
8440,L55619,L,298.6,309.8,1637,34.6,207,No Failure
8442,L55621,L,298.6,309.9,1630,30.6,2,No Failure
8443,L55622,L,298.6,310.0,1517,39.0,4,No Failure
8446,M23305,M,298.6,310.0,1541,36.9,12,No Failure
8448,L55627,L,298.6,310.1,1439,49.9,17,No Failure
8449,L55628,L,298.5,310.0,1492,41.2,19,No Failure
8451,L55630,L,298.4,310.0,1559,44.2,23,No Failure
8452,L55631,L,298.5,310.0,1435,42.5,25,No Failure
8453,M23312,M,298.6,310.0,1512,37.5,27,No Failure
8456,L55635,L,298.6,309.9,1356,59.5,34,No Failure
8457,L55636,L,298.6,309.9,1556,38.6,36,No Failure
8458,L55637,L,298.6,309.9,1393,45.5,38,No Failure
8459,L55638,L,298.7,309.9,1753,26.8,40,No Failure
8460,L55639,L,298.7,309.9,1651,29.5,42,No Failure
8461,L55640,L,298.7,309.9,1372,54.7,44,No Failure
8463,M23322,M,298.7,309.8,1501,44.7,48,No Failure
8464,M23323,M,298.7,309.9,1411,45.1,51,No Failure
8465,H37878,H,298.6,309.7,1672,27.5,54,No Failure
8466,M23325,M,298.7,309.8,1475,40.5,59,No Failure
8467,L55646,L,298.7,309.8,1469,38.4,62,No Failure
8469,H37882,H,298.6,309.7,1463,39.1,66,No Failure
8470,M23329,M,298.6,309.7,1280,64.1,71,No Failure
8471,L55650,L,298.7,309.9,1464,38.0,74,No Failure
8473,L55652,L,298.5,309.7,1634,37.8,78,No Failure
8474,M23333,M,298.6,309.8,1430,43.1,80,No Failure
8475,M23334,M,298.5,309.7,1523,44.6,83,No Failure
8476,M23335,M,298.5,309.7,1557,37.7,86,No Failure
8478,H37891,H,298.5,309.6,1579,33.5,91,No Failure
8479,M23338,M,298.5,309.7,1354,60.8,96,No Failure
8483,L55662,L,298.4,309.5,1520,38.1,106,No Failure
8484,L55663,L,298.3,309.4,1618,31.5,108,No Failure
8486,L55665,L,298.4,309.5,1450,47.9,112,No Failure
8487,M23346,M,298.5,309.5,1501,40.2,114,No Failure
8488,L55667,L,298.4,309.4,1392,50.1,117,No Failure
8489,L55668,L,298.4,309.4,1385,43.2,119,No Failure
8490,L55669,L,298.4,309.4,1461,46.3,121,No Failure
8493,M23352,M,298.4,309.5,1514,38.8,128,No Failure
8494,M23353,M,298.3,309.5,1560,36.9,131,No Failure
8496,L55675,L,298.3,309.4,1668,27.1,136,No Failure
8497,M23356,M,298.3,309.4,1816,22.6,138,No Failure
8498,M23357,M,298.3,309.4,1509,34.2,141,No Failure
8499,L55678,L,298.4,309.6,1479,37.8,144,No Failure
8500,L55679,L,298.4,309.6,1655,30.2,146,No Failure
8501,L55680,L,298.3,309.5,1711,30.3,148,No Failure
8502,L55681,L,298.4,309.7,1581,34.6,150,No Failure
8509,M23368,M,298.4,309.7,1679,33.3,167,No Failure
8512,L55691,L,298.4,309.7,1457,44.2,175,No Failure
8515,L55694,L,298.2,309.4,1447,47.1,185,No Failure
8516,L55695,L,298.2,309.4,1443,45.4,187,No Failure
8517,L55696,L,298.3,309.6,1527,30.9,189,No Failure
8518,M23377,M,298.3,309.6,1469,54.8,191,No Failure
8521,M23380,M,298.3,309.5,1543,49.9,199,No Failure
8522,L55701,L,298.4,309.5,1376,50.4,202,No Failure
8524,H37937,H,298.3,309.3,1529,41.7,5,No Failure
8526,L55705,L,298.3,309.4,1378,52.3,12,No Failure
8527,L55706,L,298.3,309.3,1401,51.9,14,No Failure
8528,L55707,L,298.4,309.3,1531,37.4,16,No Failure
8529,L55708,L,298.4,309.3,1512,35.8,18,No Failure
8532,L55711,L,298.6,309.3,1449,46.5,26,No Failure
8533,L55712,L,298.6,309.4,1315,55.5,28,No Failure
8536,L55715,L,298.6,309.5,1547,44.8,36,No Failure
8538,L55717,L,298.6,309.5,1730,30.2,41,No Failure
8539,L55718,L,298.5,309.4,1548,37.7,43,No Failure
8540,L55719,L,298.5,309.4,1517,40.2,45,No Failure
8541,L55720,L,298.6,309.5,1687,29.3,47,No Failure
8542,L55721,L,298.5,309.5,1738,25.2,49,No Failure
8543,H37956,H,298.4,309.4,1512,35.3,51,No Failure
8545,H37958,H,298.5,309.4,2011,21.0,59,No Failure
8547,L55726,L,298.4,309.3,1716,28.4,66,No Failure
8549,L55728,L,298.5,309.4,1578,36.3,71,No Failure
8550,L55729,L,298.3,309.3,1558,37.2,73,No Failure
8552,M23411,M,298.2,309.1,1457,49.0,77,No Failure
8553,L55732,L,298.2,309.1,1467,44.5,80,No Failure
8554,M23413,M,298.1,309.0,1661,38.2,82,No Failure
8555,L55734,L,298.1,309.0,1592,33.9,85,No Failure
8557,L55736,L,298.2,309.0,1489,40.6,89,No Failure
8558,L55737,L,298.3,309.0,1471,48.3,91,No Failure
8560,L55739,L,298.3,309.0,1519,40.0,96,No Failure
8561,L55740,L,298.3,309.0,1408,45.4,98,No Failure
8563,L55742,L,298.1,308.9,1351,52.4,102,No Failure
8567,M23426,M,297.9,308.7,1751,26.6,111,No Failure
8568,L55747,L,298.0,308.7,1511,45.8,114,No Failure
8569,L55748,L,297.9,308.6,1691,29.6,116,No Failure
8570,L55749,L,297.9,308.6,1757,27.5,118,No Failure
8572,L55751,L,297.9,308.6,2262,15.7,125,No Failure
8573,M23432,M,297.7,308.5,1559,35.2,127,No Failure
8574,L55753,L,297.6,308.4,1626,32.4,130,No Failure
8575,L55754,L,297.6,308.3,1424,53.9,132,No Failure
8576,M23435,M,297.6,308.3,1648,29.1,134,No Failure
8579,L55758,L,297.5,308.2,1489,40.7,141,No Failure
8580,M23439,M,297.4,308.1,1620,31.2,143,No Failure
8581,L55760,L,297.5,308.1,1631,30.6,146,No Failure
8582,M23441,M,297.5,308.0,1429,45.8,148,No Failure
8583,M23442,M,297.5,308.1,1334,72.0,151,Power Failure
8584,L55763,L,297.4,308.0,1423,38.0,154,No Failure
8585,L55764,L,297.4,307.9,1390,47.7,156,No Failure
8586,M23445,M,297.4,307.9,1338,48.5,158,No Failure
8587,H38000,H,297.3,307.9,1461,37.5,161,No Failure
8589,L55768,L,297.3,307.8,1385,44.4,169,No Failure
8591,L55770,L,297.4,307.9,1557,35.5,174,No Failure
8592,L55771,L,297.4,307.9,1606,33.4,176,No Failure
8595,L55774,L,297.4,308.0,1356,51.9,184,No Failure
8596,M23455,M,297.5,308.2,1624,30.9,186,No Failure
8597,L55776,L,297.5,308.2,1327,56.5,189,No Failure
8599,L55778,L,297.6,308.3,1478,42.3,193,No Failure
8601,L55780,L,297.5,308.3,1435,40.3,197,No Failure
8602,H38015,H,297.4,308.2,1359,46.9,199,No Failure
8604,H38017,H,297.3,308.0,1384,49.1,206,No Failure
8605,L55784,L,297.4,308.2,1297,52.1,211,No Failure
8608,L55787,L,297.5,308.4,1433,50.0,218,No Failure
8609,L55788,L,297.4,308.4,1369,50.6,220,Overstrain Failure
8610,L55789,L,297.4,308.3,1475,40.5,222,Tool Wear Failure
8612,L55791,L,297.4,308.3,1472,45.5,2,No Failure
8613,L55792,L,297.5,308.4,1441,44.5,4,No Failure
8614,M23473,M,297.5,308.5,1401,50.5,6,No Failure
8615,L55794,L,297.5,308.5,1691,33.1,9,No Failure
8616,L55795,L,297.6,308.6,1382,47.1,11,No Failure
8617,L55796,L,297.6,308.6,1355,46.4,13,No Failure
8618,L55797,L,297.6,308.6,1529,45.3,15,No Failure
8619,L55798,L,297.7,308.7,1829,24.9,17,No Failure
8620,H38033,H,297.6,308.6,1480,39.8,19,No Failure
8622,M23481,M,297.6,308.5,1431,52.6,26,No Failure
8624,M23483,M,297.5,308.3,1476,45.6,31,No Failure
8625,H38038,H,297.5,308.4,1490,39.7,34,No Failure
8626,L55805,L,297.4,308.3,1632,33.5,39,No Failure
8627,L55806,L,297.4,308.2,1402,49.7,41,No Failure
8628,L55807,L,297.4,308.3,1347,45.8,43,No Failure
8630,H38043,H,297.5,308.5,1557,39.1,47,No Failure
8631,L55810,L,297.4,308.4,1371,57.4,52,No Failure
8633,L55812,L,297.3,308.3,1590,35.5,59,No Failure
8634,L55813,L,297.4,308.3,1336,53.7,61,No Failure
8635,L55814,L,297.3,308.3,1411,43.2,63,No Failure
8636,L55815,L,297.4,308.3,1704,27.3,65,No Failure
8638,L55817,L,297.5,308.5,1459,39.7,69,No Failure
8639,L55818,L,297.6,308.5,1572,35.9,71,No Failure
8640,L55819,L,297.5,308.4,1384,56.0,73,No Failure
8642,M23501,M,297.6,308.5,1360,48.6,77,No Failure
8643,M23502,M,297.5,308.4,1596,36.6,80,No Failure
8644,L55823,L,297.5,308.5,1448,54.3,83,No Failure
8647,L55826,L,297.5,308.6,1497,43.9,91,No Failure
8648,L55827,L,297.5,308.5,1530,38.5,93,No Failure
8651,H38064,H,297.4,308.3,1771,27.4,100,No Failure
8652,M23511,M,297.4,308.4,1564,35.0,105,No Failure
8654,M23513,M,297.4,308.3,1335,57.9,113,No Failure
8655,M23514,M,297.4,308.4,1441,46.8,116,No Failure
8656,L55835,L,297.3,308.3,1268,60.6,119,No Failure
8657,M23516,M,297.3,308.3,1697,27.4,121,No Failure
8659,L55838,L,297.4,308.5,1496,36.4,126,No Failure
8660,L55839,L,297.5,308.5,1375,55.6,128,No Failure
8661,L55840,L,297.4,308.5,1295,52.1,130,No Failure
8662,L55841,L,297.4,308.5,1643,33.8,132,No Failure
8663,L55842,L,297.5,308.6,1514,36.9,134,No Failure
8665,H38078,H,297.5,308.6,1355,58.9,138,No Failure
8666,L55845,L,297.6,308.7,1365,50.6,143,No Failure
8667,L55846,L,297.5,308.7,1407,42.5,145,No Failure
8671,L55850,L,297.5,308.9,1581,30.4,155,No Failure
8672,L55851,L,297.5,308.8,1530,37.8,157,No Failure
8673,L55852,L,297.5,308.8,1312,50.3,159,No Failure
8674,L55853,L,297.4,308.6,1494,42.6,161,No Failure
8675,M23534,M,297.4,308.6,1528,29.1,163,No Failure
8676,H38089,H,297.3,308.6,1688,29.4,166,No Failure
8677,M23536,M,297.3,308.5,1520,42.4,171,No Failure
8678,M23537,M,297.3,308.5,1664,28.9,174,No Failure
8679,L55858,L,297.3,308.5,1514,44.5,177,No Failure
8681,L55860,L,297.2,308.5,1494,39.6,181,No Failure
8682,L55861,L,297.2,308.4,1605,30.0,183,No Failure
8684,L55863,L,297.2,308.5,1447,47.9,188,No Failure
8686,H38099,H,297.2,308.5,1524,41.4,192,No Failure
8687,M23546,M,297.2,308.5,1611,31.6,197,No Failure
8688,M23547,M,297.2,308.5,1604,34.9,200,No Failure
8690,L55869,L,297.1,308.4,1543,39.6,205,No Failure
8691,L55870,L,297.1,308.5,1323,44.4,207,Tool Wear Failure
8695,L55874,L,297.2,308.5,1766,25.8,7,No Failure
8696,M23555,M,297.2,308.6,1498,44.4,9,No Failure
8698,L55877,L,297.3,308.6,1505,33.5,14,No Failure
8699,H38112,H,297.3,308.7,1438,46.2,16,No Failure
8701,M23560,M,297.3,308.7,1451,43.8,24,No Failure
8702,M23561,M,297.3,308.7,1466,38.4,27,No Failure
8703,L55882,L,297.2,308.6,1774,23.0,30,No Failure
8704,M23563,M,297.2,308.6,1284,51.3,32,No Failure
8705,L55884,L,297.1,308.5,1425,40.0,35,No Failure
8707,L55886,L,297.2,308.6,1335,53.0,39,No Failure
8712,L55891,L,297.1,308.5,1733,28.7,50,No Failure
