type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
L,298.8,309.7,1450,43.1,63,No Failure
H,298.8,309.8,1563,38.8,65,No Failure
M,298.9,309.9,1501,37.1,70,No Failure
L,298.8,309.9,1351,47.2,73,No Failure
L,298.8,309.9,1525,39.7,77,No Failure
M,298.8,309.8,1288,61.9,79,No Failure
M,298.5,309.6,1502,39.4,84,No Failure
M,298.6,309.5,1566,38.1,89,No Failure
M,298.5,309.5,1483,44.8,92,No Failure
H,298.6,309.6,1593,33.3,95,No Failure
L,298.5,309.6,1724,26.4,100,No Failure
L,298.5,309.7,2617,12.1,102,Power Failure
L,298.6,309.7,1294,59.4,104,No Failure
L,298.6,309.6,1533,40.7,106,No Failure
H,298.5,309.4,1671,31.8,108,No Failure
L,298.5,309.5,1370,52.4,113,No Failure
L,298.5,309.6,1462,45.1,115,No Failure
L,298.4,309.5,1545,36.6,117,No Failure
M,298.4,309.5,1484,41.7,119,No Failure
L,298.4,309.5,1357,50.1,125,No Failure
M,298.5,309.6,1572,33.0,127,No Failure
L,298.5,309.6,1861,26.9,130,No Failure
L,298.5,309.5,1548,44.5,132,No Failure
L,298.6,309.8,1496,37.7,134,No Failure
L,298.6,309.8,1842,20.1,142,No Failure
M,298.7,309.9,1434,53.0,144,No Failure
M,298.8,310.1,1585,31.3,147,No Failure
H,298.8,310.1,1704,30.7,150,No Failure
L,298.9,310.2,1971,23.2,155,No Failure
L,299.0,310.3,1431,39.9,157,No Failure
L,298.9,310.3,1496,36.3,161,No Failure
H,298.9,310.3,1243,63.0,163,No Failure
L,299.1,310.6,1380,44.7,170,No Failure
L,299.2,310.6,1567,38.4,172,No Failure
L,299.1,310.5,1628,35.9,174,No Failure
L,299.1,310.4,1505,46.1,176,No Failure
M,299.0,310.3,1827,28.0,178,No Failure
L,298.8,310.0,1537,39.9,190,No Failure
M,298.8,310.1,1501,48.7,192,No Failure
M,298.7,309.9,1654,29.1,195,No Failure
M,298.7,310.0,1519,38.1,198,No Failure
L,298.7,309.9,1371,51.3,201,No Failure
L,298.7,309.8,1181,65.9,203,Overstrain Failure
L,298.6,309.8,1637,34.6,207,No Failure
L,298.6,309.9,1630,30.6,2,No Failure
L,298.6,310.0,1517,39.0,4,No Failure
M,298.6,310.0,1541,36.9,12,No Failure
L,298.6,310.1,1439,49.9,17,No Failure
L,298.5,310.0,1492,41.2,19,No Failure
L,298.4,310.0,1559,44.2,23,No Failure
L,298.5,310.0,1435,42.5,25,No Failure
M,298.6,310.0,1512,37.5,27,No Failure
L,298.6,309.9,1356,59.5,34,No Failure
L,298.6,309.9,1556,38.6,36,No Failure
L,298.6,309.9,1393,45.5,38,No Failure
L,298.7,309.9,1753,26.8,40,No Failure
L,298.7,309.9,1651,29.5,42,No Failure
L,298.7,309.9,1372,54.7,44,No Failure
M,298.7,309.8,1501,44.7,48,No Failure
M,298.7,309.9,1411,45.1,51,No Failure
H,298.6,309.7,1672,27.5,54,No Failure
M,298.7,309.8,1475,40.5,59,No Failure
L,298.7,309.8,1469,38.4,62,No Failure
H,298.6,309.7,1463,39.1,66,No Failure
M,298.6,309.7,1280,64.1,71,No Failure
L,298.7,309.9,1464,38.0,74,No Failure
L,298.5,309.7,1634,37.8,78,No Failure
M,298.6,309.8,1430,43.1,80,No Failure
M,298.5,309.7,1523,44.6,83,No Failure
M,298.5,309.7,1557,37.7,86,No Failure
H,298.5,309.6,1579,33.5,91,No Failure
M,298.5,309.7,1354,60.8,96,No Failure
L,298.4,309.5,1520,38.1,106,No Failure
L,298.3,309.4,1618,31.5,108,No Failure
L,298.4,309.5,1450,47.9,112,No Failure
M,298.5,309.5,1501,40.2,114,No Failure
L,298.4,309.4,1392,50.1,117,No Failure
L,298.4,309.4,1385,43.2,119,No Failure
L,298.4,309.4,1461,46.3,121,No Failure
M,298.4,309.5,1514,38.8,128,No Failure
M,298.3,309.5,1560,36.9,131,No Failure
L,298.3,309.4,1668,27.1,136,No Failure
M,298.3,309.4,1816,22.6,138,No Failure
M,298.3,309.4,1509,34.2,141,No Failure
L,298.4,309.6,1479,37.8,144,No Failure
L,298.4,309.6,1655,30.2,146,No Failure
L,298.3,309.5,1711,30.3,148,No Failure
L,298.4,309.7,1581,34.6,150,No Failure
M,298.4,309.7,1679,33.3,167,No Failure
L,298.4,309.7,1457,44.2,175,No Failure
L,298.2,309.4,1447,47.1,185,No Failure
L,298.2,309.4,1443,45.4,187,No Failure
L,298.3,309.6,1527,30.9,189,No Failure
M,298.3,309.6,1469,54.8,191,No Failure
M,298.3,309.5,1543,49.9,199,No Failure
L,298.4,309.5,1376,50.4,202,No Failure
H,298.3,309.3,1529,41.7,5,No Failure
L,298.3,309.4,1378,52.3,12,No Failure
L,298.3,309.3,1401,51.9,14,No Failure
L,298.4,309.3,1531,37.4,16,No Failure
L,298.4,309.3,1512,35.8,18,No Failure
L,298.6,309.3,1449,46.5,26,No Failure
L,298.6,309.4,1315,55.5,28,No Failure
L,298.6,309.5,1547,44.8,36,No Failure
L,298.6,309.5,1730,30.2,41,No Failure
L,298.5,309.4,1548,37.7,43,No Failure
L,298.5,309.4,1517,40.2,45,No Failure
L,298.6,309.5,1687,29.3,47,No Failure
L,298.5,309.5,1738,25.2,49,No Failure
H,298.4,309.4,1512,35.3,51,No Failure
H,298.5,309.4,2011,21.0,59,No Failure
L,298.4,309.3,1716,28.4,66,No Failure
L,298.5,309.4,1578,36.3,71,No Failure
L,298.3,309.3,1558,37.2,73,No Failure
M,298.2,309.1,1457,49.0,77,No Failure
L,298.2,309.1,1467,44.5,80,No Failure
M,298.1,309.0,1661,38.2,82,No Failure
L,298.1,309.0,1592,33.9,85,No Failure
L,298.2,309.0,1489,40.6,89,No Failure
L,298.3,309.0,1471,48.3,91,No Failure
L,298.3,309.0,1519,40.0,96,No Failure
L,298.3,309.0,1408,45.4,98,No Failure
L,298.1,308.9,1351,52.4,102,No Failure
M,297.9,308.7,1751,26.6,111,No Failure
L,298.0,308.7,1511,45.8,114,No Failure
L,297.9,308.6,1691,29.6,116,No Failure
L,297.9,308.6,1757,27.5,118,No Failure
L,297.9,308.6,2262,15.7,125,No Failure
M,297.7,308.5,1559,35.2,127,No Failure
L,297.6,308.4,1626,32.4,130,No Failure
L,297.6,308.3,1424,53.9,132,No Failure
M,297.6,308.3,1648,29.1,134,No Failure
L,297.5,308.2,1489,40.7,141,No Failure
M,297.4,308.1,1620,31.2,143,No Failure
L,297.5,308.1,1631,30.6,146,No Failure
M,297.5,308.0,1429,45.8,148,No Failure
M,297.5,308.1,1334,72.0,151,Power Failure
L,297.4,308.0,1423,38.0,154,No Failure
L,297.4,307.9,1390,47.7,156,No Failure
M,297.4,307.9,1338,48.5,158,No Failure
H,297.3,307.9,1461,37.5,161,No Failure
L,297.3,307.8,1385,44.4,169,No Failure
L,297.4,307.9,1557,35.5,174,No Failure
L,297.4,307.9,1606,33.4,176,No Failure
L,297.4,308.0,1356,51.9,184,No Failure
M,297.5,308.2,1624,30.9,186,No Failure
L,297.5,308.2,1327,56.5,189,No Failure
L,297.6,308.3,1478,42.3,193,No Failure
L,297.5,308.3,1435,40.3,197,No Failure
H,297.4,308.2,1359,46.9,199,No Failure
H,297.3,308.0,1384,49.1,206,No Failure
L,297.4,308.2,1297,52.1,211,No Failure
L,297.5,308.4,1433,50.0,218,No Failure
L,297.4,308.4,1369,50.6,220,Overstrain Failure
L,297.4,308.3,1475,40.5,222,Tool Wear Failure
L,297.4,308.3,1472,45.5,2,No Failure
L,297.5,308.4,1441,44.5,4,No Failure
M,297.5,308.5,1401,50.5,6,No Failure
L,297.5,308.5,1691,33.1,9,No Failure
L,297.6,308.6,1382,47.1,11,No Failure
L,297.6,308.6,1355,46.4,13,No Failure
L,297.6,308.6,1529,45.3,15,No Failure
L,297.7,308.7,1829,24.9,17,No Failure
H,297.6,308.6,1480,39.8,19,No Failure
M,297.6,308.5,1431,52.6,26,No Failure
M,297.5,308.3,1476,45.6,31,No Failure
H,297.5,308.4,1490,39.7,34,No Failure
L,297.4,308.3,1632,33.5,39,No Failure
L,297.4,308.2,1402,49.7,41,No Failure
L,297.4,308.3,1347,45.8,43,No Failure
H,297.5,308.5,1557,39.1,47,No Failure
L,297.4,308.4,1371,57.4,52,No Failure
L,297.3,308.3,1590,35.5,59,No Failure
L,297.4,308.3,1336,53.7,61,No Failure
L,297.3,308.3,1411,43.2,63,No Failure
L,297.4,308.3,1704,27.3,65,No Failure
L,297.5,308.5,1459,39.7,69,No Failure
L,297.6,308.5,1572,35.9,71,No Failure
L,297.5,308.4,1384,56.0,73,No Failure
M,297.6,308.5,1360,48.6,77,No Failure
M,297.5,308.4,1596,36.6,80,No Failure
L,297.5,308.5,1448,54.3,83,No Failure
L,297.5,308.6,1497,43.9,91,No Failure
L,297.5,308.5,1530,38.5,93,No Failure
H,297.4,308.3,1771,27.4,100,No Failure
M,297.4,308.4,1564,35.0,105,No Failure
M,297.4,308.3,1335,57.9,113,No Failure
M,297.4,308.4,1441,46.8,116,No Failure
L,297.3,308.3,1268,60.6,119,No Failure
M,297.3,308.3,1697,27.4,121,No Failure
L,297.4,308.5,1496,36.4,126,No Failure
L,297.5,308.5,1375,55.6,128,No Failure
L,297.4,308.5,1295,52.1,130,No Failure
L,297.4,308.5,1643,33.8,132,No Failure
L,297.5,308.6,1514,36.9,134,No Failure
H,297.5,308.6,1355,58.9,138,No Failure
L,297.6,308.7,1365,50.6,143,No Failure
L,297.5,308.7,1407,42.5,145,No Failure
L,297.5,308.9,1581,30.4,155,No Failure
L,297.5,308.8,1530,37.8,157,No Failure
L,297.5,308.8,1312,50.3,159,No Failure
L,297.4,308.6,1494,42.6,161,No Failure
M,297.4,308.6,1528,29.1,163,No Failure
H,297.3,308.6,1688,29.4,166,No Failure
M,297.3,308.5,1520,42.4,171,No Failure
M,297.3,308.5,1664,28.9,174,No Failure
L,297.3,308.5,1514,44.5,177,No Failure
L,297.2,308.5,1494,39.6,181,No Failure
L,297.2,308.4,1605,30.0,183,No Failure
L,297.2,308.5,1447,47.9,188,No Failure
H,297.2,308.5,1524,41.4,192,No Failure
M,297.2,308.5,1611,31.6,197,No Failure
M,297.2,308.5,1604,34.9,200,No Failure
L,297.1,308.4,1543,39.6,205,No Failure
L,297.1,308.5,1323,44.4,207,Tool Wear Failure
L,297.2,308.5,1766,25.8,7,No Failure
M,297.2,308.6,1498,44.4,9,No Failure
L,297.3,308.6,1505,33.5,14,No Failure
H,297.3,308.7,1438,46.2,16,No Failure
M,297.3,308.7,1451,43.8,24,No Failure
M,297.3,308.7,1466,38.4,27,No Failure
L,297.2,308.6,1774,23.0,30,No Failure
M,297.2,308.6,1284,51.3,32,No Failure
L,297.1,308.5,1425,40.0,35,No Failure
L,297.2,308.6,1335,53.0,39,No Failure
L,297.1,308.5,1733,28.7,50,No Failure
L,297.2,308.6,1652,32.1,52,No Failure
L,297.2,308.8,1451,43.1,68,No Failure
L,297.2,308.7,1669,30.7,72,No Failure
L,297.2,308.6,1366,50.4,74,No Failure
M,297.2,308.6,1513,39.0,78,No Failure
M,297.1,308.5,1515,42.1,81,No Failure
L,297.2,308.6,1562,33.0,84,No Failure
L,297.2,308.7,1501,38.5,86,No Failure
M,297.2,308.7,1398,38.1,88,No Failure
L,297.3,308.7,1352,53.8,91,No Failure
H,297.2,308.6,1486,46.6,98,No Failure
L,297.2,308.6,1864,23.6,103,No Failure
M,297.3,308.7,1447,44.5,105,No Failure
L,297.2,308.6,1392,41.5,108,No Failure
L,297.3,308.7,1491,40.2,112,No Failure
L,297.3,308.7,1556,36.7,114,No Failure
L,297.3,308.7,1531,36.7,116,No Failure
H,297.4,308.7,1429,37.6,118,No Failure
M,297.4,308.7,1798,23.0,135,No Failure
L,297.4,308.6,1411,46.3,138,No Failure
L,297.3,308.5,1528,44.5,140,No Failure
L,297.3,308.5,1384,39.6,144,No Failure
L,297.2,308.4,1677,26.4,146,No Failure
M,297.4,308.5,1472,42.0,150,No Failure
M,297.4,308.5,1465,55.9,153,No Failure
M,297.4,308.6,1657,33.1,156,No Failure
L,297.5,308.8,1587,34.9,166,No Failure
M,297.5,308.7,1446,53.0,168,No Failure
M,297.5,308.7,1352,53.0,171,No Failure
M,297.4,308.7,1392,46.4,174,No Failure
L,297.5,308.8,1417,49.8,177,No Failure
H,297.5,308.8,1824,24.0,179,No Failure
L,297.5,308.8,1603,36.7,184,No Failure
L,297.5,308.8,1360,50.7,190,No Failure
L,297.4,308.6,1680,32.8,200,No Failure
M,297.6,308.7,1408,51.5,4,No Failure
L,297.5,308.6,1352,52.6,12,No Failure
H,297.5,308.6,1481,38.8,14,No Failure
L,297.6,308.7,1552,42.3,27,No Failure
L,297.5,308.7,1456,44.7,29,No Failure
M,297.6,308.6,1254,45.8,31,No Failure
L,297.5,308.6,1437,43.3,34,No Failure
L,297.5,308.5,1306,50.7,38,No Failure
M,297.5,308.5,1699,30.1,40,No Failure
L,297.4,308.5,1410,43.9,47,No Failure
M,297.4,308.5,1412,45.5,49,No Failure
L,297.4,308.5,1418,51.2,52,No Failure
L,297.4,308.5,1782,25.9,54,No Failure
M,297.4,308.5,1497,36.4,56,No Failure
L,297.3,308.4,1459,39.4,59,No Failure
L,297.2,308.3,1796,23.8,61,No Failure
L,297.3,308.4,1469,46.7,65,No Failure
L,297.3,308.4,1472,41.3,67,No Failure
L,297.4,308.5,1475,47.2,69,No Failure
L,297.4,308.6,1524,43.1,73,No Failure
L,297.4,308.5,1486,48.6,75,No Failure
M,297.5,308.6,1255,60.7,77,No Failure
L,297.4,308.5,1692,34.3,83,No Failure
L,297.4,308.6,1446,48.1,88,No Failure
M,297.2,308.4,1378,41.9,97,No Failure
L,297.1,308.4,1693,29.5,100,No Failure
L,297.2,308.4,1462,51.2,102,No Failure
H,297.3,308.5,1435,55.0,104,No Failure
M,297.2,308.5,1425,45.8,109,No Failure
L,297.3,308.7,1551,40.0,125,No Failure
H,297.4,308.7,1623,33.8,127,No Failure
M,297.2,308.8,1485,47.9,143,No Failure
L,297.2,308.7,1463,49.9,146,No Failure
L,297.3,308.7,1587,35.8,148,No Failure
M,297.3,308.8,1469,44.1,150,No Failure
M,297.5,309.1,1540,38.5,176,No Failure
L,297.5,309.0,1320,54.7,179,No Failure
M,297.4,308.9,1376,39.0,181,No Failure
M,297.3,308.7,1542,37.0,184,No Failure
L,297.3,308.7,1506,39.3,187,No Failure
H,297.4,308.9,1645,30.8,196,No Failure
M,297.4,308.9,1348,59.1,201,No Failure
L,297.5,308.9,1443,43.5,0,No Failure
M,297.5,308.9,1436,44.8,2,No Failure
L,297.6,309.0,1491,43.2,7,No Failure
L,297.7,308.9,1575,39.9,12,No Failure
L,297.7,308.9,1458,41.1,14,No Failure
M,297.7,309.0,1433,41.8,16,No Failure
L,297.7,308.9,1742,26.3,24,No Failure
L,297.8,308.9,1506,33.5,26,No Failure
L,297.9,309.1,1457,44.4,28,No Failure
L,297.9,309.1,1619,34.7,33,No Failure
M,298.0,309.2,1558,41.7,35,No Failure
L,298.0,309.2,1731,28.7,38,No Failure
M,298.0,309.1,1574,34.8,40,No Failure
L,297.9,309.0,1290,49.8,43,No Failure
L,297.9,309.0,1528,37.5,54,No Failure
M,297.9,309.1,1338,49.6,56,No Failure
M,297.9,309.1,1558,39.2,59,No Failure
M,297.9,309.1,1614,38.1,62,No Failure
L,298.1,309.3,1443,45.3,70,No Failure
H,298.1,309.3,1332,51.0,72,No Failure
M,298.1,309.3,1752,25.2,77,No Failure
M,298.1,309.2,1460,45.8,80,No Failure
L,298.1,309.2,1802,26.9,83,No Failure
L,298.0,309.2,1527,39.5,85,No Failure
L,298.0,309.2,1458,39.8,87,No Failure
M,297.9,309.2,1529,38.1,96,No Failure
L,298.0,309.2,1527,32.4,99,No Failure
M,298.0,309.2,1438,42.9,101,No Failure
L,297.9,309.0,1583,36.7,104,No Failure
M,297.7,308.9,1530,39.1,108,No Failure
M,297.7,308.8,2089,19.1,111,No Failure
L,297.7,308.8,1616,34.2,114,No Failure
L,297.5,308.7,1371,46.5,121,No Failure
M,297.5,308.7,1546,38.0,123,No Failure
H,297.4,308.6,1461,40.1,126,No Failure
L,297.4,308.7,1638,31.9,131,No Failure
M,297.3,308.7,1577,35.6,133,No Failure
M,297.3,308.5,1710,27.7,138,No Failure
M,297.3,308.6,1584,29.4,141,No Failure
H,297.4,308.7,1522,46.3,146,No Failure
L,297.4,308.7,1584,38.2,154,No Failure
L,297.3,308.7,1592,34.4,158,No Failure
L,297.2,308.5,1518,44.3,163,No Failure
L,297.1,308.4,1550,37.0,167,No Failure
L,297.2,308.5,1446,43.7,171,No Failure
M,297.2,308.5,1487,46.9,173,No Failure
M,297.3,308.5,1524,49.3,176,No Failure
M,297.1,308.2,1529,37.9,183,No Failure
L,297.1,308.2,1402,51.2,186,No Failure
L,297.1,308.3,1496,45.8,190,No Failure
L,297.1,308.1,1633,33.3,192,No Failure
L,297.1,308.2,1399,42.6,194,No Failure
M,297.0,308.1,1363,45.3,196,No Failure
M,297.2,308.2,1405,42.5,204,No Failure
M,297.3,308.3,1459,59.6,207,Power Failure
M,297.4,308.4,1789,25.0,210,No Failure
L,297.4,308.4,1571,39.4,0,No Failure
L,297.4,308.4,1434,39.9,2,No Failure
L,297.4,308.4,1474,43.6,4,No Failure
L,297.3,308.2,1601,35.7,9,No Failure
L,297.4,308.3,1801,26.9,11,No Failure
L,297.4,308.3,1465,42.0,13,No Failure
M,297.4,308.4,1340,52.6,15,No Failure
M,297.4,308.4,1517,41.0,18,No Failure
M,297.3,308.4,1434,44.8,21,No Failure
H,297.3,308.3,1935,19.3,24,No Failure
M,297.3,308.3,1595,32.2,29,No Failure
L,297.3,308.3,2188,17.0,32,No Failure
M,297.4,308.3,1483,41.9,47,No Failure
L,297.4,308.3,1284,60.3,50,No Failure
L,297.4,308.2,1419,50.0,52,No Failure
L,297.3,308.1,1763,28.4,54,No Failure
M,297.4,308.0,1355,55.1,63,No Failure
L,297.4,308.1,1348,57.4,66,No Failure
L,297.4,308.1,1348,53.7,68,No Failure
M,297.4,308.1,1734,27.7,70,No Failure
L,297.3,308.0,1420,46.5,73,No Failure
L,297.3,307.9,1797,24.7,75,No Failure
L,297.3,307.9,1628,30.2,80,No Failure
M,297.2,307.9,1456,44.9,85,No Failure
L,297.1,307.8,1536,40.4,92,No Failure
L,297.0,307.8,1396,50.0,96,No Failure
L,297.0,307.6,1575,37.4,98,No Failure
L,296.9,307.6,1514,35.7,100,No Failure
M,296.8,307.4,1455,49.9,102,No Failure
L,296.8,307.4,1549,48.3,105,No Failure
L,296.8,307.5,1474,42.4,107,No Failure
H,296.7,307.4,1661,34.2,109,No Failure
L,296.7,307.4,1535,34.6,114,No Failure
M,296.9,307.5,1556,31.2,116,No Failure
M,296.9,307.5,1332,51.1,121,No Failure
L,297.0,307.7,1502,39.4,126,No Failure
M,297.0,307.7,1261,51.1,130,No Failure
L,297.1,307.8,1406,60.4,133,No Failure
L,297.1,307.8,1584,42.3,135,No Failure
M,297.1,307.8,1443,43.9,137,No Failure
L,297.2,307.9,1825,24.6,142,No Failure
M,297.3,308.0,1598,29.4,148,No Failure
H,297.2,307.9,1450,37.2,151,No Failure
M,297.2,307.9,1632,37.5,156,No Failure
M,297.1,307.9,1980,20.3,159,No Failure
L,297.2,308.0,1474,43.7,162,No Failure
L,297.2,307.9,1540,37.1,164,No Failure
M,297.1,307.9,1609,38.9,166,No Failure
L,297.1,308.0,1467,42.8,169,No Failure
L,297.1,307.9,1492,39.4,171,No Failure
L,297.0,307.9,1493,46.1,173,No Failure
L,297.0,307.8,1500,39.9,175,No Failure
L,297.1,307.8,1477,36.6,177,No Failure
L,297.1,307.9,1342,49.1,179,No Failure
M,297.1,307.8,1538,34.3,181,No Failure
L,297.2,307.9,1337,58.1,184,No Failure
L,297.4,308.0,1383,46.2,188,No Failure
L,297.2,307.9,1441,40.0,195,No Failure
M,297.2,307.9,1530,35.9,197,No Failure
L,297.2,308.0,1705,26.0,200,No Failure
L,297.2,308.1,1431,49.7,210,No Failure
L,297.3,308.2,1396,52.7,212,Overstrain Failure
L,297.3,308.1,1615,35.4,217,Tool Wear Failure
L,297.3,308.2,1553,33.5,2,No Failure
L,297.4,308.3,1548,46.6,7,No Failure
L,297.4,308.3,1706,30.9,9,No Failure
L,297.4,308.3,1366,45.5,11,No Failure
L,297.5,308.4,1440,35.9,13,No Failure
M,297.5,308.4,1685,28.1,15,No Failure
M,297.4,308.3,1444,44.0,18,No Failure
L,297.4,308.3,1395,48.7,21,No Failure
L,297.4,308.3,1483,38.8,23,No Failure
M,297.5,308.4,1403,44.3,25,No Failure
H,297.5,308.4,1793,23.9,28,No Failure
L,297.4,308.2,1386,41.0,35,No Failure
H,297.4,308.2,1585,46.2,37,No Failure
M,297.3,308.1,1731,27.7,42,No Failure
L,297.3,308.3,1519,37.7,45,No Failure
L,297.3,308.3,1309,61.5,56,No Failure
M,297.3,308.4,1599,32.9,58,No Failure
L,297.4,308.4,1343,40.0,61,No Failure
L,297.4,308.4,1603,34.6,65,No Failure
M,297.3,308.4,1370,50.5,71,No Failure
M,297.4,308.5,1566,31.4,76,No Failure
L,297.4,308.6,1820,24.6,79,No Failure
M,297.4,308.6,1901,22.1,81,No Failure
M,297.3,308.4,1521,38.2,87,No Failure
H,297.3,308.4,1864,23.1,90,No Failure
M,297.3,308.4,1686,34.5,97,No Failure
M,297.2,308.3,1326,57.2,100,No Failure
L,297.2,308.3,1576,35.3,113,No Failure
L,297.2,308.3,1419,39.7,115,No Failure
L,297.2,308.4,1833,25.2,117,No Failure
H,297.2,308.4,2182,17.3,119,No Failure
H,297.1,308.2,1790,30.3,128,No Failure
M,297.2,308.2,1678,28.1,133,No Failure
L,297.0,308.1,1429,54.0,138,No Failure
H,297.2,308.1,1770,27.2,140,No Failure
L,297.2,308.1,1689,31.2,145,No Failure
M,297.2,308.1,1554,41.3,147,No Failure
L,297.3,308.1,1506,36.0,150,No Failure
L,297.2,308.1,1474,44.3,152,No Failure
L,297.3,308.1,1762,26.1,154,No Failure
L,297.3,308.1,1566,35.7,156,No Failure
H,297.3,308.1,1554,42.4,158,No Failure
L,297.2,308.0,1869,25.4,163,No Failure
L,297.2,307.9,1309,49.6,167,No Failure
M,297.2,307.9,1541,35.7,169,No Failure
L,297.2,307.9,1326,75.4,172,Power Failure
H,297.1,307.9,1365,54.0,174,No Failure
L,297.1,307.8,1428,43.7,179,No Failure
M,297.1,307.9,1662,26.9,183,No Failure
M,297.2,307.9,1747,29.0,188,No Failure
M,297.2,308.0,1765,31.1,191,No Failure
M,297.3,308.1,1709,30.6,196,No Failure
L,297.3,308.1,1458,45.7,202,No Failure
L,297.3,308.1,1642,36.9,206,No Failure
L,297.3,308.1,1468,49.8,0,No Failure
H,297.3,308.1,1477,52.3,2,No Failure
L,297.3,308.3,1494,38.2,14,No Failure
L,297.3,308.2,1490,41.0,16,No Failure
M,297.4,308.3,1550,47.8,18,No Failure
M,297.3,308.2,1677,34.9,21,No Failure
L,297.4,308.3,1854,21.8,24,No Failure
M,297.5,308.5,1662,30.3,26,No Failure
L,297.5,308.6,1513,39.7,32,No Failure
L,297.6,308.7,1476,39.0,44,No Failure
L,297.6,308.6,1526,42.1,57,No Failure
M,297.4,308.4,1675,29.5,59,No Failure
L,297.3,308.3,1396,45.9,64,No Failure
L,297.4,308.4,1580,41.2,66,No Failure
L,297.4,308.5,1462,42.8,68,No Failure
L,297.4,308.4,1426,50.4,70,No Failure
L,297.4,308.5,1569,34.2,72,No Failure
L,297.4,308.5,1477,40.7,74,No Failure
L,297.4,308.5,1761,27.2,76,No Failure
M,297.5,308.6,1486,45.9,78,No Failure
H,297.6,308.6,1463,46.7,85,No Failure
M,297.6,308.6,1585,42.0,90,No Failure
L,297.7,308.7,1479,45.7,93,No Failure
L,297.7,308.7,1449,40.2,95,No Failure
L,297.7,308.7,1731,28.4,104,No Failure
L,297.6,308.6,1522,37.0,106,No Failure
L,297.5,308.5,1536,36.9,108,No Failure
L,297.5,308.5,1373,39.9,110,No Failure
L,297.6,308.5,1678,34.2,114,No Failure
L,297.6,308.5,1452,42.6,116,No Failure
L,297.6,308.5,1574,37.1,121,No Failure
L,297.7,308.7,1688,27.2,125,No Failure
L,297.6,308.6,1393,40.4,127,No Failure
M,297.5,308.6,1347,57.0,132,No Failure
L,297.6,308.6,1553,40.5,135,No Failure
L,297.5,308.6,1546,33.8,139,No Failure
L,297.5,308.5,1340,57.4,143,No Failure
L,297.5,308.5,1462,52.3,148,No Failure
M,297.5,308.6,1510,35.5,155,No Failure
H,297.5,308.5,1671,28.0,158,No Failure
M,297.5,308.5,1612,30.0,163,No Failure
M,297.6,308.6,1509,39.7,166,No Failure
L,297.6,308.6,2384,14.4,171,No Failure
M,297.6,308.6,1390,53.4,175,No Failure
M,297.6,308.7,1392,41.2,178,No Failure
L,297.7,308.8,1896,24.5,186,No Failure
L,297.7,308.7,1474,46.8,188,No Failure
M,297.7,308.8,1388,45.6,190,No Failure
L,297.7,308.9,1715,27.2,193,No Failure
H,297.8,308.9,1650,32.2,195,No Failure
L,297.8,308.9,1871,25.6,200,Tool Wear Failure
L,297.8,309.0,1403,64.2,0,Power Failure
L,297.8,308.9,1518,40.4,2,No Failure
L,297.9,309.1,1504,43.0,4,No Failure
L,297.8,309.0,1340,56.9,6,No Failure
H,297.9,309.1,1435,44.7,8,No Failure
L,297.9,309.1,1507,36.9,13,No Failure
L,297.9,309.1,1442,50.3,24,No Failure
L,297.9,309.0,1629,29.0,26,No Failure
L,297.9,309.0,1379,47.3,28,No Failure
L,297.9,309.0,1502,40.2,30,No Failure
L,297.9,309.1,1595,32.0,32,No Failure
M,297.9,309.0,1970,21.6,37,No Failure
L,297.9,308.9,1393,40.6,45,No Failure
M,297.9,308.8,1469,49.0,51,No Failure
M,297.9,308.8,1538,37.6,54,No Failure
L,297.9,308.8,1613,31.4,57,No Failure
M,297.9,308.8,1602,32.1,59,No Failure
L,297.8,308.7,1404,44.2,62,No Failure
L,297.8,308.8,1548,36.9,64,No Failure
L,297.8,308.8,1621,36.1,68,No Failure
M,297.9,308.9,1547,44.0,72,No Failure
L,298.0,308.9,1406,40.9,77,No Failure
L,298.0,309.0,1679,32.4,90,No Failure
L,298.0,308.9,1508,37.1,92,No Failure
L,297.9,308.8,1681,31.7,94,No Failure
L,297.8,308.8,1421,49.6,101,No Failure
L,297.7,308.8,1354,50.2,103,No Failure
M,297.7,308.8,1350,57.0,105,No Failure
L,297.8,308.9,1282,58.1,108,No Failure
M,297.9,309.0,1525,38.5,113,No Failure
L,297.9,309.0,1382,43.9,116,No Failure
